Judul,Tanggal,Penulis,Label,Kota,Content,Url
"Sopir Terkena Serangan Jantung, Sebuah Mobil Avanza Alami Kecelakaan di Ngawi","Kompas.com - 04/05/2022, 17:41 WIB","Kontributor Magetan, Sukoco",Regional,"NGAWI, KOMPAS.com –","
NGAWI, KOMPAS.com – Sebuah mobil arus balik dari Ngawi menuju ke Surabaya mengalami kecelakaan tunggal di Jl Raya Ngawi-Caruban Km 5, tepatnya di Desa Tawun, Kecamatan Kasreman, Kabupaten Ngawi, Jawa Timur.
Kasi Humas Polres Ngawi Iptu Supomo mengatakan, kecelakaan tunggal yang terjadi pada Selasa (3/5/2020) malam diduga terjadi karena sopir mengalami serangan jantung.
Baca juga: Kecelakaan Beruntun, Truk Tabrak Dua Mobil yang Antre di Gerbang Tol Cikupa 
“Keterangan dari sejumlah saksi, kendaraan Toyota Avanza berjalan oleng tidak bisa menguasi laju sehingga terjatuh selip. Pengemudi diduga kena serangan jantung,” ujar Supomo melalui pesan singkat, Rabu (04/05/2022).
Akibat kecelakaan tersebut, kendaraan Toyota Avanza NoPol L 1708 JQ mengalami sejumlah kerusakan.
Sementara itu, sopir mobil bernama Budi Leksono (48), warga Kabupaten Nganjuk mengalami luka di dada dan tidak sadarkan diri.
“Korban mengalami luka-luka dan dibawa ke RS untuk mendapatkan perawatan dan VER dari dokter,” imbuh Supomo.
Dari keterangan istri korban, mereka bersama ke-5 ankanya tengah melakukan perjalanan pulang dari rumah teman dekatnya yang ada di Kecamatan Pitu, Ngawi.
Mereka hendak kembali ke Nganjuk usai melaksanakan lebaran dari rumah kerabat mereka.
Baca juga: Antisipasi Kecelakaan Motor Saat Mudik, KAI Sediakan Program Pengiriman Motor Gratis
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/05/04/174142578/sopir-terkena-serangan-jantung-sebuah-mobil-avanza-alami-kecelakaan-di
"Selama Mudik Lebaran, Korban Laka Lantas di Pulau Jawa Turun Drastis","Kompas.com - 04/05/2022, 15:45 WIB",Masya Famely Ruhulessin,Berita,"JAKARTA, KOMPAS.com - ","

JAKARTA, KOMPAS.com - Pelaksanaan mudik di tahun 2022, boleh dikatakan sukses. Ini terlihat dari penurunan angka korban kecelakaan lalu lintas (laka lintas) dibandingkan tahun 2019 silam.
Di Pulau Jawa, dengan jumlah pemudik terbanyak menggunakan moda transportasi darat, rata-rata terjadi penurunan angka korban meninggal dan luka-luka akibat laka lantas.
Di Provinsi Banten, tercatat ada 6 orang yang meninggal di tahun 2022 atau turun 81 persen dibandingkan tahun 2019, yakni 31 orang.
Baca juga: Bahu Jalan dan Rest Area Jadi Fokus Evaluasi Mudik via Tol Trans-Jawa
Sementara itu, jumlah korban luka-luka sebanyak 45 orang. Jumlah ini turun 44 persen bila dibandingkan dengan tahun 2019, di mana korbannya mencapai 81 orang.
Penurunan angka kematian juga terjadi di Provinsi DKI Jakarta. Tahun ini tercatat korban meninggal akibat laka lantas mudik adalah 8 orang. Jumlah ini turun 43 persen dari tahun 2019 yakni 14 orang.
Sedangkan jumlah korban luka-luka sebanyak 133 orang atau turun 15 persen dari jumlah korban tahun 2019 yakni 157 orang.
Bergeser ke Jawa Barat (Jabar), korban meninggal akibat laka lantas di tahun ini sebanyak 57 orang atau turun 55 persen dari data tahun 2019 yaitu 128 orang.
Sedangkan, korban luka-luka tercatat sebanyak 247 orang atau turun 22 persen dari jumlah korban di tahun 2019 yakni 315 orang.
Di Jawa Tengah (Jateng), angka korban meninggal juga turun 61 persen bila dibandingkan kondisi tahun 2019, di mana dari 132 orang menjadi 52 orang.
Baca juga: Diakui atau Tidak, Mudik Lewat Tol Trans-Jawa Tahun Ini Lebih Lancar
Jumlah korban luka-luka akibat laka lintas di Jateng sebanyak 533 orang atau turun 61 persen dari tahun sebelumnya yakni sebesar 903 orang.
Sementara itu, di dua daerah lainnya yakni Yogyakarta dan Jawa Timur terjadi peningkatan korban luka-luka akibat laka lantas masing-masing 8 persen dan 2 persen.
Namun jumlah korban meninggal dunia masih menunjukan tren penurunan dibandingkan tahun 2019, yakni di Yogyakarta turun 76 persen dan di Jawa Timur turun 34 persen.
Seluruh data ini dirangkum oleh Jasa Raharja pada periode Senin (25/4/2022) hingga hari Lebaran (2/5/2022). 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://www.kompas.com/properti/read/2022/05/04/154542921/selama-mudik-lebaran-korban-laka-lantas-di-pulau-jawa-turun-drastis
"Mobil Terjun ke Kubangan di Jalan Daendels, 8 Orang Luka-Luka, Salah Satunya Bayi 8 Bulan","Kompas.com - 29/04/2022, 15:20 WIB","Kontributor Yogyakarta, Dani Julius Zebua",Regional,"KULON PROGO, KOMPAS.com","
KULON PROGO, KOMPAS.com – Delapan orang luka-luka dalam kecelakaan lalu lintas di Jalan Daendels, Pedukuhan 2, Kalurahan Pleret, Kapanewon Panjatan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta.
Mereka yang mengalami luka, yakni dua laki-laki dewasa, dua perempuan dewasa, tiga anak-anak dan satu bayi usia delapan bulan.
Kondisi dua pria dewasa memprihatinkan karena mengalami luka cukup berat. Bahkan salah satunya tidak bisa berdiri. Sementara, satu orang lainnya mengalami luka robek di tangan, kaki hingga dahi.
Kondisi perempuan dewasa juga memprihatinkan karena harus ditandu ke dalam ambulans. Sementara tiga anak kecil terus menangis karena mengalami lecet pada beberapa bagian. Salah satu anak ada yang mengaku tidak bisa gerakkan salah satu tangan.
Satu bayi terlihat dalam kondisi pucat sudah lebih dulu dilarikan ke rumah sakit terdekat.
“Terjadi saat kami semua baru pulang dari Shalat Jumat. Melihat kondisi kecelakaan, kami warga langsung menolong,” kata Ketua RT 7, Dusun 2, Nur Ahsan di lokasi kecelakaan, Jumat (29/4/2022).
Baca juga: Kecelakaan di Karanganyar, Pengemudi Pikap Diduga Ngantuk, Seruduk Truk Parkir
Kecelakaan yang terjadi di jalan Daendels merupakan Jalur lintas Selatan pulau Jawa. Saat ini jalan tersebut sebenarnya sepi dari kepadatan kendaraan pemudik. Hanya, sesekali mobil penumpang dan truk melintas di jalan ini.
Mobil Toyota hijau R 9095 AK terlihat melaju kencang  dari arah Bandar Udara Yogyakarta International Airport (YIA). Mobil dikemudi Hanifudin (32), warga Desa Sirnoboyo, Kecamatan Bonorowo, Kabupaten Kebumen, Jawa Tengah, yang berniat ke Kabupaten Gunung Kidul.
“Menurut keterangan mereka, mereka menjemput saudaranya dari Riau. Mereka lewat jalur ini menuju Srandakan,” kata Nur Ahsan.
Memasuki jalan raya di pedukuhan 2 Pleret, mobil berusaha menghindari lubang lebar pada jalan aspal. ",http://yogyakarta.kompas.com/read/2022/04/29/152015978/mobil-terjun-ke-kubangan-di-jalan-daendels-8-orang-luka-luka-salah
"H-6 Lebaran, Terjadi 115 Kasus Kecelakaan Lalin","Kompas.com - 28/04/2022, 04:31 WIB",Isna Rifka Sri Rahayu,Whats New,"JAKARTA, KOMPAS.com","
JAKARTA, KOMPAS.com - Kementerian Perhubungan (Kemenhub) mencatat, pada H-6 Lebaran atau Selasa (27/4/2022) telah terjadi 115 kasus kecelakaan lalu lintas di seluruh Indonesia.
Juru Bicara Kemenhub Adita Irawati mengatakan, kasus kecelakaan tersebut berupa kecelakaan ringan hingga berat.
""Di tanggal 26 April 2022 ada 115 kasus kecelakaan lalu lintas dan saat ini sudah ditangani,"" ujarnya saat konferensi pers virtual, Rabu (27/4/2022).
Data tersebut dari pihak kepolisian. Dia tidak memerincikan lebih lanjut kecelakaan terbanyak terjadi di wilayah mana dan kendaraan jenis apa.
Baca juga: Jasa Raharja: Peserta Mudik Gratis BUMN Dapat Asuransi Selama Perjalanan Pulang-Pergi
Namun, dia mengimbau kepada pemudik, khususnya pengguna kendaraan pribadi, untuk selalu berhati-hati dalam berkendara serta tetap menjaga kondisi badan dan kendaraan.
Apalagi Kamis besok hingga Sabtu (30/4/2022) merupakan arus puncak mudik Lebaran, di mana volume kendaraan di ruas-ruas jalan pasti akan melonjak.
""Kami berharap ke depan kecelakaan ini bisa terus ditekan. Tentu butuh peran serta dari masyarakat untuk mempersiapkan diri sebaik-baiknya,"" ucapnya.
Diberitakan sebelumnya, menurut data Korlantas Polri, pada 2017-2021 jumlah kecelakaan cenderung turun. Pasalnya, sejak awal pandemi Covid-19 pemerintah menerapkan pembatasan aktivitas untuk menekan penyebaran Covid-19.
Sekretaris Direktorat Jenderal Perhubungan Darat Kementerian Perhubungan Marta Hardisarwono mengatakan, secara rinci, pada 2017 terjadi 104.327 kecelakaan, naik menjadi 107.968 kecelakaan di 2018, dan naik lagi menjadi 116.411 kecelakaan di 2019.
Kemudian saat pandemi Covid-19 di tahun 2020, jumlah kecelakaan turun menjadi 100.028 kecelakaan. Tapi kembali naik di tahun 2021 dengan total 103.645 kecelakaan.
Baca juga: Ketentuan Melintasi Jalan Tol Gratis di Sumatera untuk Mudik Lebaran
Kecelakaan tersebut terjadi pada kendaraan sepeda motor, angkutan barang, angkutan orang, mobil penumpang, dan kendaraan tidak bermotor.
""Keterlibatan paling tinggi adalah sepeda motor, dengan presentase 73 persen. Dan yang kedua adalah angkutan barang dengan pesentase sebesar 12 persen, dengan jumlah kendaraan sebanyak 21.463 kendaraan,"" ujarnya dalam Sidang Para Pakar Keselamatan Transportasi Jalan, Rabu (23/3/2022).
Dia melanjutkan, saat ini angkutan barang masih didominasi melalui jalan atau via darat sebesar kurang lebih 90 persen. Hal ini yang menyebabkan permasalahan seperti tingginya angka kecelakaan jalan, kemacetan, Over Dimention Over Loading (ODOL), kerusakan infrastruktur, dan polusi udara.
Baca juga: Posko Mudik BPJS Kesehatan Beri Layanan Gratis ke Pemudik, dari Pijat hingga Cek Kesehatan 
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 
",http://money.kompas.com/read/2022/04/28/043123226/h-6-lebaran-terjadi-115-kasus-kecelakaan-lalin
"Alasan Adanya Program Motis, Dirut PT Kalog: Kurangi Kecelakaan Lalu Lintas Khususnya Pengendara Roda Dua","Kompas.com - 25/04/2022, 17:00 WIB",Tatang Guritno,Nasional,"JAKARTA, KOMPAS.com -","
JAKARTA, KOMPAS.com - Pemerintah melalui PT Kereta Api Logistik (Kalog) memberikan fasilitas pengiriman motor gratis (motis) untuk masyarakat. Direktur Utama PT Kalog Ahmad Malik Syah menjelaskan, alasan pemberian program ini untuk mengurangi potensi kecelakaan lalu lintas jelang dan usai Lebaran 2022.  “Khususnya kendaraan roda dua dalam perjalanan arus mudik dan arus balik,” jelas Malik pada live Instagram di akun @ditjenperkeretaapian, Senin (25/4/2022).
Baca juga: Tiket Kereta Api Jelang Lebaran di Stasiun Gambir dan Pasar Senen Masih Tersedia   Ia mengungkapkan, untuk tahun ini, pemerintah lebih terbuka dalam memberikan persyaratan pengiriman motis. 
Sebelum pandemi Covid-19 melanda, program ini hanya diberikan untuk masyarakat yang melakukan mudik dengan kereta api. “Sekarang tidak hanya melayani masyarakat yang punya tiket kerata api, tapi juga tiket transportasi darat lainnya seperti bus atau travel,” kata dia.
Baca juga: Mobil Brio Tertabrak Kereta Api Sancaka di Surabaya, 3 Orang Tewas Malik menuturkan, pihaknya menyediakan total 9.280 kuota pengiriman motis.  Setiap harinya, lanjut dia, sebanyak 928 motor akan dikirimkan melalui gerbong bagasi. Namun rute pengirimannya terbatas pada wilayah Jawa Tengah.  “Rute lintas utara Jawa dari Stasiun Kampung Bandan ke Semarang Tawang dan untuk lintas selatan dari Stasiun Kampung Bandan sampai Stasiun Purwosari,” sebutnya. Malik menyampaikan proses pengiriman akan berlangsung Kamis (28/4/2022) sampai Sabtu (30/4/2022).
Baca juga: Ini Syarat Daftar Program Pengiriman Motor Gratis Lewat KAI  Kemudian berlanjut untuk melayani arus balik, pengiriman akan dimulai 5 hingga 9 Mei 2022.  Masyarakat bisa melakukan pendaftaran secara online melalui link bit.ly/motis2022, juga secara offline dengan mendatangi 11 stasiun yang masuk dalam rute pengiriman seperti Stasiun Kampung Bandan, Cirebon Prujakan, Tegal, Pekalongan, dan Semarang Tawang. Lalu Stasiun Purwokerto, Kroya, Kutoarjo, Lempuyangan, Klaten, dan Purwosari.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://nasional.kompas.com/read/2022/04/25/17002991/alasan-adanya-program-motis-dirut-pt-kalog-kurangi-kecelakaan-lalu-lintas
Ini Titik-titik Rawan Kecelakaan Lalu Lintas di Blitar Selama Arus Mudik Lebaran,"Kompas.com - 24/04/2022, 14:38 WIB","Kontributor Blitar, Asip Agus Hasani",Regional,"BLITAR, KOMPAS.com - ","
BLITAR, KOMPAS.com - Satuan Lalu Lintas (Satlantas) Kepolisian Resor (Polres) Blitar, Jawa Timur memetakan sejumlah titik rawan terjadinya kecelakaan lalu lintas di wilayah hukumnya.
Pemetaan ini juga dipengaruhi oleh prediksi ledakan pemudik pada periode libur Lebaran tahun ini, setelah masyarakat tidak dapat leluasa menjalankan mudik selama dua tahun terakhir.
Baca juga: Polisi di Blitar Gunakan Janur Kuning untuk Tandai Pelanggar Lalu Lintas
Kepadatan arus lalu lintas akan terjadi di jalan-jalan yang merupakan jalur utama penghubung antardaerah. Pada saat yang sama, risiko kecelakaan lalu lintas meningkat.
Kepala Unit Kecelakaan Lalu Lintas Ipda Heri Irianto mengatakan, belasan kilometer ruas jalan nasional yang berada di sisi paling timur Kabupaten Blitar merupakan titik paling rawan kecelakaan lalu lintas selama periode mudik lebaran.
""Ruas jalan mulai dari Kecamatan Selorejo yang berbatasan dengan wilayah Malang hingga Terminal Kesamben merupakan salah satu ruas yang paling rawan laka (kecelakaan),"" ujar Heri kepada wartawan, Minggu (24/4/2022).
Baca juga: Jadwal Imsak dan Buka Puasa di Kota Blitar Hari Ini, 24 April 2022
Kerawanan di ruas jalan tersebut, kata Heri, disebabkan oleh banyaknya tikungan. Selain itu, tambahnya, posisi di wilayah perbukitan membuat banyaknya jalan menurun atau pun menanjak.
Padahal, meskipun ruas jalan tersebut merupakan jalan nasional namun aspal jalan tidak terlalu lebar.
""Selama terjadinya arus mudik atau balik, banyak pengguna jalan yang menempuh perjalanan jauh sehingga pengemudi berada pada kondisi lelah, kurang konsentrasi atau pun mengantuk,"" ujarnya.
Baca juga: Banyak Jagal Anjing di Blitar, Bupati Terbitkan SE Pencegahan Perdagangan Daging Anjing dan Kucing
 ",http://surabaya.kompas.com/read/2022/04/24/143853378/ini-titik-titik-rawan-kecelakaan-lalu-lintas-di-blitar-selama-arus-mudik
"Senggol Truk, Pengendara di Balikpapan Tewas Terlindas Ban","Kompas.com - 23/04/2022, 22:01 WIB","Kontributor Balikpapan, Ahmad Riyadi",Regional,"BALIKPAPAN, KOMPAS.com","
BALIKPAPAN, KOMPAS.com - Kecelakaan lalu lintas kembali menelan korban di Balikpapan, Kalimantan Timur.
Seorang pengendara motor tewas di tempat usai terlindas ban truk pada Sabtu (23/4/2022) sekira pukul 16.45 wita di Jalan Syarifuddin Yoes, Kelurahan Gunung Bahagia, Balikpapan Selatan.
Baca juga: Tergelincir Saat Hendak Menyalip, Kakek di Nganjuk Tewas Terlindas Truk Gandeng
Korban bernama Muhammad Riduan (20). Pemuda yang tinggal di Jalan Marsma R Iswahyudi, Balikpapan Selatan itu melaju dari arah Gedung Dome menuju arah Bandara Sultan Aji Muhammad Sulaiman (SAMS) Sepinggan menggunakan motor Honda Scoopy nopol KT 6913 KZ.
Sesampainya di lokasi kejadian, korban mendahului truk dari sisi sebelah kiri karena di depan motor ada mobil dengan nopol BM 9240 TR.
""Korban mendahului truk, kemudian sepeda motor ke kanan dan menyenggol truk bagian sebelah kiri dan pengemudinya terjatuh,"" kata Dirlantas Polda Kaltim, Kombes Pol Sonny Irawan melalui Kasi Laka Kompol Proyadi kepada Kompas.com pada Sabtu malam (23/4/2022)
Akibat senggolan tersebut korban terjatuh dan truk nopol KT 8766 YT langsung melindasnya. Korban pun tewas di tempat dengan luka berat.
""Korban terlindas ban truk sebelah kiri belakang,"" tambahnya.
Kejadian tersebut sempat membuat kemacetan lantaran korban masih tergeletak bersimbah darah. Hingga akhirnya petugas datang dan mengevakuasi korban ke Rumah Sakit Kanujoso Djatiwibowo.
""Sudah ditangani petugas. Keluarga korban juga sudah diberitahu,"" tandasnya.
Baca juga: Gagal Menyalip, Pengendara Sepeda Motor Tewas Terlindas Truk Kontainer di Bekasi
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/04/23/220108578/senggol-truk-pengendara-di-balikpapan-tewas-terlindas-ban
Kapolda Jatim: Rata-rata 10 Orang Meninggal Akibat Kecelakaan Lalu Lintas di Jatim,"Kompas.com - 23/04/2022, 21:07 WIB","Kontributor Malang dan Batu, Nugraha Perdana",Regional,"BATU, KOMPAS.com -","

BATU, KOMPAS.com - Angka kecelakaan lalu lintas di Jawa Timur cukup tinggi, setidaknya rata-rata ada 10 orang meninggal dunia karena kecelakaan dalam sehari.
Hal ini disampaikan Kapolda Jawa Timur, Irjen Pol Nico Afinta dalam Rapat Koordinasi Angkutan Lebaran Provinsi Jawa Timur 2022 di The Singhasari Resort, Kota Batu pada Sabtu (23/4/2022).
Oleh karena itu, dalam pelaksanaan Operasi Ketupat 2022 pihaknya akan berusaha meningkatkan pelayanan kejadian pasca kecelakaan.
Baca juga: Foto Viral Kecelakaan Lalu Lintas di Depan Kantor DPRD Flores Timur, Begini Kronologinya
Nico mengatakan, yang akan menjadi perhatian adalah kecepatan penanganan dalam pertolongan korban kecelakaan. Hal ini akan ditingkatkan.
""Rata-rata, saat ini dalam satu hari ada 10 orang yang meninggal karena kecelakaan di Jatim, cukup tinggi. Kalau dalam setahun bisa jadi ada 3600 orang meninggal, ini bagaimana kecepatan dalam menolong korban,"" ungkapnya.
Lebih lanjut, Nico akan berupaya untuk meningkatkan pelayanan sistem komunikasi terpadu antar berbagai pihak.
Salah satunya, seperti adanya percepatan petugas Kepolisian untuk menghubungi rumah sakit terdekat setelah adanya laporan dari masyarakat.
""Kami sebenarnya juga ada layanan call center dengan menekan 110 dari HP bisa tersambung ke Polsek terdekat tetapi memang belum sempurna sja dan akan kami sosialisasikan terkait hal itu kepada masyarakat,"" jelasnya.
Perlu diketahui dalam momen mudik lebaran, pihaknya akan melaksanakan Operasi Ketupat 2022 mulai 28 April dan rencananya diperpanjang hingga 17 Mei.
Polda Jatim juga meminta jajaran Polres, Polresta, Polrestabes dan setingkatnya untuk sudah mendirikan pos pengamanan dan pelayanan mulai pekan depan. ",http://surabaya.kompas.com/read/2022/04/23/210744078/kapolda-jatim-rata-rata-10-orang-meninggal-akibat-kecelakaan-lalu-lintas-di
"Foto Viral Kecelakaan Lalu Lintas di Depan Kantor DPRD Flores Timur, Begini Kronologinya","Kompas.com - 22/04/2022, 12:59 WIB","Kontributor Maumere, Serafinus Sandi Hayon Jehadu",Regional,"LARANTUKA, KOMPAS.com","
LARANTUKA, KOMPAS.com - Sejumlah foto kecelakaan lalu lintas di Larantuka, Kabupaten Flores Timur, Nusa Tenggara Timur (NTT), viral di media sosial.
Foto itu diunggah akun Facebook Rodriques Ttnt di grup Facebook Suara Flotim, Kamis (21/4/2022).
Baca juga: Kasus Pembunuhan Kakak Kandung di Flores Timur, Polisi Periksa Kejiwaan Pelaku
""Hari ini kejadian laka lantas di Larantuka, Kabupaten Flores Timur. Jaga dan ingat selalu anak-anak kita basaudaraku semua,"" tulis Rodriques dalam unggahannya.
Unggahan itu pun menuai beragam komentar netizen.
Penjelasan polisi dan kronologi kecelakaan
Kepala Seksi Hubungan Masyarakat Kepolisian Resor (Polres) Flores Timur Ipda Sanusi Anwar membenarkan insiden kecelakaan tersebut.
""Jadi memang benar terjadi laka lantas kemarin, Kamis (21/4/2022) sekitar pukul 15.30 Wita di depan Kantor DPRD Flores Timur,"" ujar Sanusi saat dihubungi Kompas.com, Jumat (22/4/2022).
Sanusi menuturkan, peristiwa itu bermula ketika sepeda motor Yamaha Jupiter warna merah yang dikendarai Agung Wahid Nugroho melaju dengan kecepatan tinggi dari arah Taman Kota menuju Postoh.
Tiba di tempat kejadian perkara (TKP), beber Sanusi, seorang pengendara sepeda motor Yamaha Mio125 warna putih berinisial MKD datang dari arah berlawanan.
""MKD berboncengan dengan LADC, keduanya dari arah berlawanan dan melanggar rambu lalu lintas,"" jelasnya.
Sanusi menerangkan, saat itu Agung sempat kaget saat melihat sepeda yang dikendarai MKD melaju dengan kecepatan tinggi.
Baca juga: Wabup Flores Timur Biayai Pendidikan Anak Katarina Kolin, Calon Pekerja yang Ditipu Calo
""Karena kecepatan tinggi dan jarak yang sangat dekat maka keduanya tidak bisa menghindar. Hingga terjadi tabrakan dan ketiganya terjatuh,"" ujarnya.
Sanusi menambahkan, akibat peristiwa itu ketiganya mengalami luka-luka dan sudah dirawat di rumah sakit.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://regional.kompas.com/read/2022/04/22/125909178/foto-viral-kecelakaan-lalu-lintas-di-depan-kantor-dprd-flores-timur-begini
"Tabrak Truk Parkir, Pengendara Motor Tewas di Tempat, 2 Penumpangnya Terluka","Kompas.com - 21/04/2022, 18:07 WIB","Kontributor Solo, Muhlis Al Alawi",Regional,"MADIUN, KOMPAS.com ","
MADIUN, KOMPAS.com - Seorang pengendara motor dilaporkan tewas dan dua penumpang yang diboncengnya terluka setelah menabrak truk yang parkir.
Kecelakaan itu terjadi di Jalan Pasopati, Kelurahan Demangan, Kecamatan Taman, Kota Madiun, Jawa Timur, Rabu (20/4/2022).
Baca juga: Jadwal Imsak dan Buka Puasa di Kabupaten Madiun Hari Ini, 21 April 2022
Kasat Lantas Polres Madiun Kota, AKP Dwi Jatmiko mengatakan, korban berinisial RAR tewas di lokasi kejadian.
""Sementara dua orang yang diboncengkan luka-lukan dirawat di rumah sakit,"" kata Jatmiko saat dikonfirmasi, Kamis (21/4/2022).
Kecelakaan itu bermula ketika sepeda motor Honda Supra X 125 dengan nomor polisi AE 2389 GW dikendarai RAR membonceng MIP dan DFR. Mereka melaju dari arah barat ke timur di Jalan Pasopati Kota Madiun.
Saat peristiwa itu terjadi, hujan turun di lokasi kejadian. Lampu penerangan jalan yang kurang terang mengganggu pandangan pengendara.
Tiba di lokasi kejadian, motor itu menabrak bagian belakang truk Mercedes Benz dengan nomor polisi AE 8779 UB.
""Truk posisi parkir di bahu jalan sebelah utara di jalan yang sama,"" jelas Jatmiko.
Baca juga: Malu Hamil di Luar Nikah, Perempuan di Madiun Tega Cekik dan Buang Bayinya
Akibat kecelakaan itu, RAR tewas di lokasi kejadian. Sementara dua penumpang yang diboncengnya, MIP dan DFR dilarikan ke RS Griya Husada Madiun untuk mendapatkan perawatan.
Kasus ini sementara ditangani Satlantas Polres Madiun Kota. Sedangkan kendaraan yang terlibat kecelakaan diamankan untuk kepentingan penyelidikan.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://surabaya.kompas.com/read/2022/04/21/180747978/tabrak-truk-parkir-pengendara-motor-tewas-di-tempat-2-penumpangnya-terluka
"Gagal Menyalip, Pengendara Sepeda Motor Tewas Terlindas Truk Kontainer di Bekasi","Kompas.com - 21/04/2022, 10:25 WIB",Joy Andre,Megapolitan,kecelakaan,"

BEKASI, KOMPAS.com - Pengendara sepeda motor berinisial S tewas akibat kecelakaan dengan truk kontainer di Jalan Narogong Pangkalan 2, Kelurahan Cikiwul, Bantargebang, Kota Bekasi, Kamis (21/4/2022).
Kepala Unit Laka Lantas Kepolisian Resor (Polres) Metro Bekasi Kota, Ajun Komisaris Polisi Farida menuturkan, kejadian bermula saat S yang mengendarai sepeda motor Yamaha Jupiter bernomor polisi B 4977 TCA datang dari arah selatan Cileungsi menuju ke arah utara Bekasi.
Kemudian, saat melintas di Jalan Narogong Pangkalan 2, S berusaha menyalip truk kontainer bernomor polisi B 9753 UWW yang dikemudikan oleh W.
Baca juga: Pengemudi Ojek Online Tewas Setelah Tabrak Pembatas Jalan di Pesanggrahan
""Sepeda motor yang dikemudikan S saat melintas di TKP mencoba mendahului sebuah kendaraan truk kontainer dari arah kiri yang dikemudikan W,"" kata Farida, dalam keterangannya, Kamis (21/4/2022).
Ketika menyalip, motor yang dikendarai S tergelincir. Akibatnya S terjatuh membentur aspal dan terlindas ban belakang truk kontainer.
""Pengemudi sepeda motor tewas di lokasi,"" ujar Farida.
Saat ini, kendaraan yang terlibat kecelakaan sudah diamankan di Polres Metro Bekasi Kota. Supir truk kontainer turut diamankan oleh polisi untuk dimintai keterangan lebih lanjut.
Dapatkan update berita pilihan dan breaking news setiap hari dari Kompas.com. Mari bergabung di Grup Telegram ""Kompas.com News Update"", caranya klik link https://t.me/kompascomupdate, kemudian join. Anda harus install aplikasi Telegram terlebih dulu di ponsel.
 ",http://megapolitan.kompas.com/read/2022/04/21/10254991/gagal-menyalip-pengendara-sepeda-motor-tewas-terlindas-truk-kontainer-di
